origin_type,strategy,origin,validation_stratum,ProductId,DateKey,horizon,actual,model,prediction,absolute_error,signed_error
development,direct,2022-11-20,holiday_event,3,2022-11-25,5,244.0,XGBoost,294.8763122558594,50.876312255859375,50.876312255859375
development,direct,2024-11-29,holiday_event,4,2024-12-02,3,117.0,XGBoost,66.47279357910156,50.52720642089844,-50.52720642089844
development,direct,2022-11-20,holiday_event,4,2022-11-23,3,227.0,XGBoost,176.53216552734375,50.46783447265625,-50.46783447265625
development,direct,2022-11-20,holiday_event,12,2022-11-23,3,75.0,XGBoost,24.783706665039062,50.21629333496094,-50.21629333496094
development,direct,2022-11-20,holiday_event,12,2022-11-24,4,79.0,XGBoost,28.93848419189453,50.06151580810547,-50.06151580810547
development,direct,2024-11-29,holiday_event,5,2024-12-01,2,160.0,XGBoost,110.40682220458984,49.593177795410156,-49.593177795410156
development,direct,2024-11-29,holiday_event,22,2024-12-01,2,107.0,XGBoost,57.53396987915039,49.46603012084961,-49.46603012084961
development,direct,2024-06-20,regular,25,2024-06-25,5,20.0,XGBoost,69.43509674072266,49.435096740722656,49.435096740722656
development,direct,2024-06-20,regular,30,2024-06-25,5,91.0,XGBoost,41.68070602416992,49.31929397583008,-49.31929397583008
development,direct,2024-11-29,holiday_event,28,2024-12-06,7,68.0,XGBoost,117.20797729492188,49.207977294921875,49.207977294921875
development,direct,2025-02-10,winter_test_like,25,2025-02-17,7,110.0,XGBoost,61.063838958740234,48.936161041259766,-48.936161041259766
development,direct,2025-02-10,winter_test_like,5,2025-02-12,2,126.0,XGBoost,77.07013702392578,48.92986297607422,-48.92986297607422
development,direct,2022-11-20,holiday_event,13,2022-11-21,1,118.0,XGBoost,69.58442687988281,48.41557312011719,-48.41557312011719
development,direct,2023-11-24,holiday_event,18,2023-11-25,1,45.0,XGBoost,92.98088836669922,47.98088836669922,47.98088836669922
development,direct,2022-11-20,holiday_event,10,2022-11-26,6,41.0,XGBoost,88.96766662597656,47.96766662597656,47.96766662597656
development,direct,2022-11-20,holiday_event,16,2022-11-21,1,187.0,XGBoost,139.14541625976562,47.854583740234375,-47.854583740234375
development,direct,2022-11-20,holiday_event,1,2022-11-24,4,254.0,XGBoost,206.2503662109375,47.7496337890625,-47.7496337890625
development,direct,2024-12-20,holiday_event,27,2024-12-27,7,78.0,XGBoost,30.46385383605957,47.53614616394043,-47.53614616394043
development,direct,2023-11-24,holiday_event,3,2023-11-28,4,38.0,XGBoost,83.8252944946289,45.825294494628906,45.825294494628906
development,direct,2022-11-20,holiday_event,3,2022-11-27,7,337.0,XGBoost,291.8134765625,45.1865234375,-45.1865234375
development,direct,2023-11-24,holiday_event,29,2023-11-25,1,102.0,XGBoost,147.10104370117188,45.101043701171875,45.101043701171875
development,direct,2023-11-24,holiday_event,5,2023-11-30,6,85.0,XGBoost,129.99221801757812,44.992218017578125,44.992218017578125
development,direct,2022-11-20,holiday_event,16,2022-11-25,5,158.0,XGBoost,113.05663299560547,44.94336700439453,-44.94336700439453
development,direct,2022-11-20,holiday_event,15,2022-11-24,4,73.0,XGBoost,28.114673614501953,44.88532638549805,-44.88532638549805
development,direct,2024-12-20,holiday_event,11,2024-12-24,4,17.0,XGBoost,61.8839111328125,44.8839111328125,44.8839111328125
development,direct,2024-12-20,holiday_event,16,2024-12-23,3,22.0,XGBoost,66.37113952636719,44.37113952636719,44.37113952636719
development,direct,2024-12-20,holiday_event,27,2024-12-26,6,69.0,XGBoost,24.694000244140625,44.305999755859375,-44.305999755859375
development,direct,2022-11-20,holiday_event,4,2022-11-27,7,416.0,LightGBM,259.13543701171875,156.86456298828125,-156.86456298828125
development,direct,2022-11-20,holiday_event,4,2022-11-25,5,359.0,LightGBM,210.46676635742188,148.53323364257812,-148.53323364257812
development,direct,2022-11-20,holiday_event,25,2022-11-27,7,199.0,LightGBM,51.14340591430664,147.85659408569336,-147.85659408569336
development,direct,2023-11-24,holiday_event,5,2023-11-26,2,445.0,LightGBM,299.8673095703125,145.1326904296875,-145.1326904296875
development,direct,2024-11-29,holiday_event,26,2024-12-01,2,361.0,LightGBM,220.52218627929688,140.47781372070312,-140.47781372070312
development,direct,2024-11-29,holiday_event,3,2024-12-01,2,334.0,LightGBM,200.830078125,133.169921875,-133.169921875
development,direct,2024-11-29,holiday_event,25,2024-12-01,2,258.0,LightGBM,126.83141326904297,131.16858673095703,-131.16858673095703
development,direct,2022-11-20,holiday_event,3,2022-11-22,2,157.0,LightGBM,286.7866516113281,129.78665161132812,129.78665161132812
development,direct,2022-11-20,holiday_event,3,2022-11-24,4,162.0,LightGBM,288.5238952636719,126.52389526367188,126.52389526367188
development,direct,2022-11-20,holiday_event,2,2022-11-27,7,235.0,LightGBM,351.4544372558594,116.45443725585938,116.45443725585938
development,direct,2024-11-29,holiday_event,3,2024-12-05,6,202.0,LightGBM,87.46186065673828,114.53813934326172,-114.53813934326172
development,direct,2022-11-20,holiday_event,3,2022-11-23,3,177.0,LightGBM,288.94635009765625,111.94635009765625,111.94635009765625
development,direct,2022-11-20,holiday_event,2,2022-11-24,4,147.0,LightGBM,258.77545166015625,111.77545166015625,111.77545166015625
development,direct,2022-11-20,holiday_event,3,2022-11-21,1,178.0,LightGBM,289.3222961425781,111.32229614257812,111.32229614257812
development,direct,2022-11-20,holiday_event,1,2022-11-27,7,466.0,LightGBM,355.8808898925781,110.11911010742188,-110.11911010742188
development,direct,2024-11-29,holiday_event,3,2024-12-02,3,208.0,LightGBM,100.61045837402344,107.38954162597656,-107.38954162597656
development,direct,2022-11-20,holiday_event,2,2022-11-23,3,155.0,LightGBM,255.23658752441406,100.23658752441406,100.23658752441406
development,direct,2022-11-20,holiday_event,2,2022-11-26,6,129.0,LightGBM,228.47882080078125,99.47882080078125,99.47882080078125
development,direct,2022-11-20,holiday_event,2,2022-11-22,2,165.0,LightGBM,261.6036682128906,96.60366821289062,96.60366821289062
development,direct,2022-11-20,holiday_event,3,2022-11-26,6,170.0,LightGBM,266.25750732421875,96.25750732421875,96.25750732421875
development,direct,2022-11-20,holiday_event,25,2022-11-25,5,139.0,LightGBM,46.515071868896484,92.48492813110352,-92.48492813110352
development,direct,2024-11-29,holiday_event,11,2024-12-01,2,232.0,LightGBM,142.6759490966797,89.32405090332031,-89.32405090332031
development,direct,2022-11-20,holiday_event,25,2022-11-26,6,128.0,LightGBM,39.57778549194336,88.42221450805664,-88.42221450805664
development,direct,2024-11-29,holiday_event,26,2024-11-30,1,226.0,LightGBM,138.38819885253906,87.61180114746094,-87.61180114746094
development,direct,2024-11-29,holiday_event,3,2024-12-04,5,172.0,LightGBM,89.87639617919922,82.12360382080078,-82.12360382080078
development,direct,2023-11-24,holiday_event,5,2023-12-01,7,80.0,LightGBM,159.73609924316406,79.73609924316406,79.73609924316406
development,direct,2022-11-20,holiday_event,22,2022-11-27,7,221.0,LightGBM,142.22401428222656,78.77598571777344,-78.77598571777344
development,direct,2024-11-29,holiday_event,8,2024-12-01,2,208.0,LightGBM,129.57403564453125,78.42596435546875,-78.42596435546875
development,direct,2024-11-29,holiday_event,3,2024-12-03,4,175.0,LightGBM,100.07225036621094,74.92774963378906,-74.92774963378906
development,direct,2024-11-29,holiday_event,27,2024-12-01,2,176.0,LightGBM,101.94249725341797,74.05750274658203,-74.05750274658203
development,direct,2022-11-20,holiday_event,15,2022-11-27,7,148.0,LightGBM,74.68630981445312,73.31369018554688,-73.31369018554688
development,direct,2022-11-20,holiday_event,9,2022-11-21,1,56.0,LightGBM,128.70191955566406,72.70191955566406,72.70191955566406
development,direct,2022-11-20,holiday_event,27,2022-11-23,3,75.0,LightGBM,3.66471529006958,71.33528470993042,-71.33528470993042
development,direct,2022-11-20,holiday_event,2,2022-11-21,1,166.0,LightGBM,236.85459899902344,70.85459899902344,70.85459899902344
development,direct,2024-11-29,holiday_event,13,2024-12-01,2,164.0,LightGBM,93.18761444091797,70.81238555908203,-70.81238555908203
development,direct,2022-11-20,holiday_event,3,2022-11-25,5,244.0,LightGBM,314.70367431640625,70.70367431640625,70.70367431640625
development,direct,2023-11-24,holiday_event,1,2023-12-01,7,26.0,LightGBM,96.02295684814453,70.02295684814453,70.02295684814453
development,direct,2022-11-20,holiday_event,8,2022-11-24,4,75.0,LightGBM,143.8933868408203,68.89338684082031,68.89338684082031
development,direct,2022-11-20,holiday_event,5,2022-11-24,4,173.0,LightGBM,241.73822021484375,68.73822021484375,68.73822021484375
development,direct,2024-11-29,holiday_event,24,2024-12-01,2,186.0,LightGBM,118.3423080444336,67.6576919555664,-67.6576919555664
development,direct,2025-02-10,winter_test_like,5,2025-02-12,2,126.0,LightGBM,58.78847122192383,67.21152877807617,-67.21152877807617
development,direct,2024-11-29,holiday_event,6,2024-12-01,2,137.0,LightGBM,72.21858215332031,64.78141784667969,-64.78141784667969
development,direct,2025-02-10,winter_test_like,25,2025-02-17,7,110.0,LightGBM,45.80213928222656,64.19786071777344,-64.19786071777344
development,direct,2023-11-24,holiday_event,19,2023-11-26,2,179.0,LightGBM,115.08748626708984,63.912513732910156,-63.912513732910156
development,direct,2024-11-29,holiday_event,2,2024-12-02,3,168.0,LightGBM,104.25778198242188,63.742218017578125,-63.742218017578125
development,direct,2022-11-20,holiday_event,11,2022-11-24,4,168.0,LightGBM,231.03465270996094,63.03465270996094,63.03465270996094
development,direct,2023-12-18,holiday_event,26,2023-12-19,1,119.0,LightGBM,56.387107849121094,62.612892150878906,-62.612892150878906
development,direct,2024-11-29,holiday_event,1,2024-12-01,2,300.0,LightGBM,237.59909057617188,62.400909423828125,-62.400909423828125
development,direct,2022-11-20,holiday_event,5,2022-11-27,7,397.0,LightGBM,334.68963623046875,62.31036376953125,-62.31036376953125
development,direct,2023-11-24,holiday_event,3,2023-11-28,4,38.0,LightGBM,99.96894073486328,61.96894073486328,61.96894073486328
development,direct,2024-11-29,holiday_event,3,2024-12-06,7,217.0,LightGBM,155.96371459960938,61.036285400390625,-61.036285400390625
development,direct,2022-11-20,holiday_event,2,2022-11-25,5,213.0,LightGBM,272.7410888671875,59.7410888671875,59.7410888671875
development,direct,2022-11-20,holiday_event,9,2022-11-23,3,75.0,LightGBM,133.76808166503906,58.76808166503906,58.76808166503906
development,direct,2022-11-20,holiday_event,8,2022-11-26,6,85.0,LightGBM,143.65988159179688,58.659881591796875,58.659881591796875
development,direct,2022-11-20,holiday_event,1,2022-11-25,5,346.0,LightGBM,287.4777526855469,58.522247314453125,-58.522247314453125
development,direct,2022-11-20,holiday_event,5,2022-11-23,3,172.0,LightGBM,230.4701690673828,58.47016906738281,58.47016906738281
development,direct,2023-11-24,holiday_event,11,2023-11-26,2,308.0,LightGBM,250.53054809570312,57.469451904296875,-57.469451904296875
development,direct,2022-11-20,holiday_event,9,2022-11-22,2,60.0,LightGBM,117.1668701171875,57.1668701171875,57.1668701171875
development,direct,2023-11-24,holiday_event,1,2023-11-28,4,34.0,LightGBM,91.09080505371094,57.09080505371094,57.09080505371094
development,direct,2022-11-20,holiday_event,15,2022-11-26,6,90.0,LightGBM,33.68244171142578,56.31755828857422,-56.31755828857422
development,direct,2022-11-20,holiday_event,27,2022-11-22,2,58.0,LightGBM,2.3519325256347656,55.648067474365234,-55.648067474365234
development,direct,2024-11-29,holiday_event,28,2024-12-01,2,151.0,LightGBM,95.39811706542969,55.60188293457031,-55.60188293457031
development,direct,2023-11-24,holiday_event,3,2023-11-26,2,296.0,LightGBM,240.92636108398438,55.073638916015625,-55.073638916015625
development,direct,2024-06-20,regular,25,2024-06-25,5,20.0,LightGBM,74.70252227783203,54.70252227783203,54.70252227783203
development,direct,2024-11-29,holiday_event,11,2024-12-02,3,31.0,LightGBM,85.58626556396484,54.586265563964844,54.586265563964844
development,direct,2024-11-29,holiday_event,5,2024-12-06,7,76.0,LightGBM,130.3983154296875,54.3983154296875,54.3983154296875
development,direct,2022-11-20,holiday_event,27,2022-11-24,4,57.0,LightGBM,2.8320631980895996,54.1679368019104,-54.1679368019104
development,direct,2023-11-24,holiday_event,5,2023-11-30,6,85.0,LightGBM,138.96133422851562,53.961334228515625,53.961334228515625
development,direct,2023-12-18,holiday_event,5,2023-12-19,1,179.0,LightGBM,125.16889190673828,53.83110809326172,-53.83110809326172
development,direct,2025-02-10,winter_test_like,13,2025-02-17,7,83.0,LightGBM,29.4727783203125,53.5272216796875,-53.5272216796875
development,direct,2022-11-20,holiday_event,9,2022-11-24,4,66.0,LightGBM,119.51289367675781,53.51289367675781,53.51289367675781
development,direct,2023-11-24,holiday_event,11,2023-12-01,7,40.0,LightGBM,93.13368225097656,53.13368225097656,53.13368225097656
development,direct,2022-11-20,holiday_event,5,2022-11-22,2,187.0,LightGBM,240.03440856933594,53.03440856933594,53.03440856933594
development,direct,2022-11-20,holiday_event,11,2022-11-23,3,169.0,LightGBM,221.59347534179688,52.593475341796875,52.593475341796875
development,direct,2024-02-14,winter_test_like,8,2024-02-20,6,115.0,LightGBM,62.48445510864258,52.51554489135742,-52.51554489135742
development,direct,2024-11-29,holiday_event,25,2024-12-06,7,92.0,LightGBM,144.1194305419922,52.11943054199219,52.11943054199219
development,direct,2022-11-20,holiday_event,13,2022-11-23,3,94.0,LightGBM,146.087890625,52.087890625,52.087890625
development,direct,2024-11-29,holiday_event,9,2024-12-01,2,122.0,LightGBM,70.48640441894531,51.51359558105469,-51.51359558105469
development,direct,2022-11-20,holiday_event,25,2022-11-23,3,99.0,LightGBM,47.68944549560547,51.31055450439453,-51.31055450439453
development,direct,2022-11-20,holiday_event,5,2022-11-21,1,184.0,LightGBM,235.1165008544922,51.11650085449219,51.11650085449219
development,direct,2024-11-29,holiday_event,5,2024-12-02,3,72.0,LightGBM,123.11107635498047,51.11107635498047,51.11107635498047
development,direct,2023-11-24,holiday_event,1,2023-11-27,3,44.0,LightGBM,94.41694641113281,50.41694641113281,50.41694641113281
development,direct,2023-11-24,holiday_event,11,2023-11-28,4,40.0,LightGBM,89.76187133789062,49.761871337890625,49.761871337890625
development,direct,2022-11-20,holiday_event,25,2022-11-24,4,88.0,LightGBM,38.69594192504883,49.30405807495117,-49.30405807495117
development,direct,2024-11-29,holiday_event,19,2024-12-01,2,102.0,LightGBM,52.95700454711914,49.04299545288086,-49.04299545288086
development,direct,2024-11-29,holiday_event,10,2024-12-01,2,103.0,LightGBM,54.108154296875,48.891845703125,-48.891845703125
development,direct,2022-11-20,holiday_event,25,2022-11-21,1,90.0,LightGBM,41.54908752441406,48.45091247558594,-48.45091247558594
development,direct,2024-11-29,holiday_event,4,2024-12-05,6,123.0,LightGBM,75.21368408203125,47.78631591796875,-47.78631591796875
development,direct,2024-11-29,holiday_event,4,2024-12-04,5,125.0,LightGBM,77.58342742919922,47.41657257080078,-47.41657257080078
development,direct,2023-11-24,holiday_event,1,2023-11-29,5,37.0,LightGBM,84.25008392333984,47.250083923339844,47.250083923339844
development,direct,2023-11-24,holiday_event,1,2023-11-30,6,41.0,LightGBM,87.48468780517578,46.48468780517578,46.48468780517578
development,direct,2022-11-20,holiday_event,11,2022-11-22,2,211.0,LightGBM,257.0374755859375,46.0374755859375,46.0374755859375
development,direct,2024-12-20,holiday_event,27,2024-12-26,6,69.0,LightGBM,23.342016220092773,45.65798377990723,-45.65798377990723
development,direct,2024-11-29,holiday_event,14,2024-12-01,2,103.0,LightGBM,58.187339782714844,44.812660217285156,-44.812660217285156
development,direct,2023-11-24,holiday_event,11,2023-11-27,3,45.0,LightGBM,89.50508880615234,44.505088806152344,44.505088806152344
development,direct,2023-11-24,holiday_event,25,2023-11-25,1,68.0,LightGBM,112.40618896484375,44.40618896484375,44.40618896484375
development,direct,2024-11-29,holiday_event,29,2024-12-03,4,58.0,LightGBM,102.20581817626953,44.20581817626953,44.20581817626953
development,direct,2022-11-20,holiday_event,13,2022-11-24,4,96.0,LightGBM,139.37557983398438,43.375579833984375,43.375579833984375
development,direct,2023-11-24,holiday_event,11,2023-11-25,1,136.0,LightGBM,178.9783172607422,42.97831726074219,42.97831726074219
development,direct,2025-02-10,winter_test_like,16,2025-02-13,3,53.0,LightGBM,10.28024673461914,42.71975326538086,-42.71975326538086
development,direct,2023-11-24,holiday_event,5,2023-11-25,1,203.0,DynamicRidge,1358.5780029296875,1155.5780029296875,1155.5780029296875
development,direct,2022-11-20,holiday_event,5,2022-11-26,6,229.0,DynamicRidge,789.4439697265625,560.4439697265625,560.4439697265625
development,direct,2023-11-24,holiday_event,3,2023-11-25,1,142.0,DynamicRidge,554.49072265625,412.49072265625,412.49072265625
development,direct,2023-11-24,holiday_event,3,2023-11-26,2,296.0,DynamicRidge,702.2651977539062,406.26519775390625,406.26519775390625
development,direct,2023-11-24,holiday_event,5,2023-11-26,2,445.0,DynamicRidge,846.7045288085938,401.70452880859375,401.70452880859375
development,direct,2024-11-29,holiday_event,1,2024-11-30,1,140.0,DynamicRidge,481.0121154785156,341.0121154785156,341.0121154785156
development,direct,2022-11-20,holiday_event,5,2022-11-23,3,172.0,DynamicRidge,484.91455078125,312.91455078125,312.91455078125
development,direct,2023-11-24,holiday_event,5,2023-11-30,6,85.0,DynamicRidge,374.74993896484375,289.74993896484375,289.74993896484375
development,direct,2023-11-24,holiday_event,5,2023-12-01,7,80.0,DynamicRidge,342.7436828613281,262.7436828613281,262.7436828613281
development,direct,2022-11-20,holiday_event,5,2022-11-22,2,187.0,DynamicRidge,440.4017333984375,253.4017333984375,253.4017333984375
development,direct,2023-11-24,holiday_event,11,2023-11-25,1,136.0,DynamicRidge,388.57525634765625,252.57525634765625,252.57525634765625
development,direct,2024-11-29,holiday_event,3,2024-12-01,2,334.0,DynamicRidge,549.8701782226562,215.87017822265625,215.87017822265625
development,direct,2024-11-29,holiday_event,11,2024-12-01,2,232.0,DynamicRidge,446.351318359375,214.351318359375,214.351318359375
development,direct,2022-11-20,holiday_event,5,2022-11-21,1,184.0,DynamicRidge,398.1504211425781,214.15042114257812,214.15042114257812
development,direct,2022-11-20,holiday_event,2,2022-11-21,1,166.0,DynamicRidge,379.938720703125,213.938720703125,213.938720703125
development,direct,2024-11-29,holiday_event,1,2024-12-02,3,153.0,DynamicRidge,360.7821960449219,207.78219604492188,207.78219604492188
development,direct,2024-11-29,holiday_event,1,2024-12-01,2,300.0,DynamicRidge,503.2712097167969,203.27120971679688,203.27120971679688
development,direct,2022-11-20,holiday_event,5,2022-11-24,4,173.0,DynamicRidge,374.93951416015625,201.93951416015625,201.93951416015625
development,direct,2023-11-24,holiday_event,5,2023-11-29,5,92.0,DynamicRidge,287.46197509765625,195.46197509765625,195.46197509765625
development,direct,2022-11-20,holiday_event,5,2022-11-25,5,303.0,DynamicRidge,497.2682800292969,194.26828002929688,194.26828002929688
development,direct,2024-11-29,holiday_event,3,2024-11-30,1,165.0,DynamicRidge,351.46600341796875,186.46600341796875,186.46600341796875
development,direct,2024-11-29,holiday_event,11,2024-11-30,1,149.0,DynamicRidge,324.9802551269531,175.98025512695312,175.98025512695312
development,direct,2022-11-20,holiday_event,25,2022-11-27,7,199.0,DynamicRidge,31.630413055419922,167.36958694458008,-167.36958694458008
development,direct,2022-11-20,holiday_event,22,2022-11-27,7,221.0,DynamicRidge,55.127899169921875,165.87210083007812,-165.87210083007812
development,direct,2022-11-20,holiday_event,13,2022-11-27,7,234.0,DynamicRidge,71.84941101074219,162.1505889892578,-162.1505889892578
development,direct,2024-11-29,holiday_event,26,2024-12-01,2,361.0,DynamicRidge,201.09335327148438,159.90664672851562,-159.90664672851562
development,direct,2023-11-24,holiday_event,5,2023-11-27,3,98.0,DynamicRidge,257.6275329589844,159.62753295898438,159.62753295898438
development,direct,2023-11-24,holiday_event,5,2023-11-28,4,109.0,DynamicRidge,268.615234375,159.615234375,159.615234375
development,direct,2022-11-20,holiday_event,4,2022-11-27,7,416.0,DynamicRidge,257.0445861816406,158.95541381835938,-158.95541381835938
development,direct,2022-11-20,holiday_event,3,2022-11-27,7,337.0,DynamicRidge,178.30430603027344,158.69569396972656,-158.69569396972656
development,direct,2024-11-29,holiday_event,25,2024-12-01,2,258.0,DynamicRidge,100.05618286132812,157.94381713867188,-157.94381713867188
development,direct,2024-11-29,holiday_event,4,2024-12-01,2,188.0,DynamicRidge,343.16375732421875,155.16375732421875,155.16375732421875
development,direct,2022-11-20,holiday_event,2,2022-11-26,6,129.0,DynamicRidge,283.3912658691406,154.39126586914062,154.39126586914062
development,direct,2023-11-24,holiday_event,29,2023-11-26,2,194.0,DynamicRidge,39.71884536743164,154.28115463256836,-154.28115463256836
development,direct,2024-06-20,regular,5,2024-06-24,4,123.0,DynamicRidge,275.0617370605469,152.06173706054688,152.06173706054688
development,direct,2023-11-24,holiday_event,3,2023-11-29,5,56.0,DynamicRidge,198.8797607421875,142.8797607421875,142.8797607421875
development,direct,2022-11-20,holiday_event,2,2022-11-23,3,155.0,DynamicRidge,295.8050231933594,140.80502319335938,140.80502319335938
development,direct,2023-11-24,holiday_event,1,2023-11-26,2,191.0,DynamicRidge,327.8393859863281,136.83938598632812,136.83938598632812
development,direct,2023-11-24,holiday_event,11,2023-11-26,2,308.0,DynamicRidge,440.2763671875,132.2763671875,132.2763671875
development,direct,2024-11-29,holiday_event,8,2024-12-01,2,208.0,DynamicRidge,81.037353515625,126.962646484375,-126.962646484375
development,direct,2023-11-24,holiday_event,3,2023-11-27,3,70.0,DynamicRidge,194.84945678710938,124.84945678710938,124.84945678710938
development,direct,2022-11-20,holiday_event,16,2022-11-27,7,195.0,DynamicRidge,74.47395324707031,120.52604675292969,-120.52604675292969
development,direct,2024-06-20,regular,5,2024-06-27,7,111.0,DynamicRidge,229.1616973876953,118.16169738769531,118.16169738769531
development,direct,2023-11-24,holiday_event,3,2023-11-30,6,57.0,DynamicRidge,173.27371215820312,116.27371215820312,116.27371215820312
development,direct,2024-11-29,holiday_event,2,2024-11-30,1,110.0,DynamicRidge,226.01895141601562,116.01895141601562,116.01895141601562
development,direct,2023-11-24,holiday_event,24,2023-11-26,2,166.0,DynamicRidge,50.379356384277344,115.62064361572266,-115.62064361572266
development,direct,2022-11-20,holiday_event,16,2022-11-21,1,187.0,DynamicRidge,75.55339050292969,111.44660949707031,-111.44660949707031
development,direct,2022-11-20,holiday_event,25,2022-11-25,5,139.0,DynamicRidge,27.818389892578125,111.18161010742188,-111.18161010742188
development,direct,2024-06-20,regular,5,2024-06-25,5,152.0,DynamicRidge,261.9361877441406,109.93618774414062,109.93618774414062
development,direct,2024-06-20,regular,5,2024-06-26,6,117.0,DynamicRidge,226.6620330810547,109.66203308105469,109.66203308105469
development,direct,2023-11-24,holiday_event,22,2023-11-26,2,190.0,DynamicRidge,81.1671142578125,108.8328857421875,-108.8328857421875
development,direct,2023-11-24,holiday_event,1,2023-12-01,7,26.0,DynamicRidge,134.56796264648438,108.56796264648438,108.56796264648438
development,direct,2023-11-24,holiday_event,19,2023-11-26,2,179.0,DynamicRidge,72.6135025024414,106.3864974975586,-106.3864974975586
development,direct,2022-11-20,holiday_event,2,2022-11-22,2,165.0,DynamicRidge,270.5199279785156,105.51992797851562,105.51992797851562
development,direct,2022-11-20,holiday_event,25,2022-11-26,6,128.0,DynamicRidge,24.461301803588867,103.53869819641113,-103.53869819641113
development,direct,2022-11-20,holiday_event,1,2022-11-26,6,233.0,DynamicRidge,131.584228515625,101.415771484375,-101.415771484375
development,direct,2023-11-24,holiday_event,1,2023-11-25,1,126.0,DynamicRidge,226.50196838378906,100.50196838378906,100.50196838378906
development,direct,2022-11-20,holiday_event,4,2022-11-25,5,359.0,DynamicRidge,258.99798583984375,100.00201416015625,-100.00201416015625
development,direct,2022-11-20,holiday_event,5,2022-11-27,7,397.0,DynamicRidge,297.82501220703125,99.17498779296875,-99.17498779296875
development,direct,2022-11-20,holiday_event,8,2022-11-27,7,213.0,DynamicRidge,114.45350646972656,98.54649353027344,-98.54649353027344
development,direct,2024-11-29,holiday_event,2,2024-12-01,2,205.0,DynamicRidge,303.37347412109375,98.37347412109375,98.37347412109375
development,direct,2024-11-29,holiday_event,1,2024-12-03,4,123.0,DynamicRidge,220.00054931640625,97.00054931640625,97.00054931640625
development,direct,2024-06-20,regular,16,2024-06-24,4,140.0,DynamicRidge,235.06072998046875,95.06072998046875,95.06072998046875
development,direct,2022-11-20,holiday_event,2,2022-11-24,4,147.0,DynamicRidge,241.1773681640625,94.1773681640625,94.1773681640625
development,direct,2023-11-24,holiday_event,3,2023-11-28,4,38.0,DynamicRidge,131.7793426513672,93.77934265136719,93.77934265136719
development,direct,2023-12-18,holiday_event,5,2023-12-19,1,179.0,DynamicRidge,85.23396301269531,93.76603698730469,-93.76603698730469
development,direct,2024-06-20,regular,7,2024-06-24,4,62.0,DynamicRidge,155.0929412841797,93.09294128417969,93.09294128417969
development,direct,2022-11-20,holiday_event,16,2022-11-22,2,150.0,DynamicRidge,60.22618103027344,89.77381896972656,-89.77381896972656
development,direct,2022-11-20,holiday_event,13,2022-11-25,5,142.0,DynamicRidge,54.21018981933594,87.78981018066406,-87.78981018066406
development,direct,2022-11-20,holiday_event,9,2022-11-27,7,169.0,DynamicRidge,81.64238739013672,87.35761260986328,-87.35761260986328
development,direct,2022-11-20,holiday_event,12,2022-11-27,7,111.0,DynamicRidge,24.78934097290039,86.21065902709961,-86.21065902709961
development,direct,2023-11-24,holiday_event,13,2023-11-25,1,87.0,DynamicRidge,171.9176025390625,84.9176025390625,84.9176025390625
development,direct,2023-11-24,holiday_event,16,2023-11-26,2,224.0,DynamicRidge,139.28475952148438,84.71524047851562,-84.71524047851562
development,direct,2024-11-29,holiday_event,11,2024-12-02,3,31.0,DynamicRidge,113.32522583007812,82.32522583007812,82.32522583007812
development,direct,2022-11-20,holiday_event,2,2022-11-25,5,213.0,DynamicRidge,294.3291931152344,81.32919311523438,81.32919311523438
development,direct,2023-11-24,holiday_event,11,2023-11-27,3,45.0,DynamicRidge,125.3624496459961,80.3624496459961,80.3624496459961
development,direct,2024-11-29,holiday_event,27,2024-12-01,2,176.0,DynamicRidge,96.48797607421875,79.51202392578125,-79.51202392578125
development,direct,2024-06-20,regular,16,2024-06-26,6,119.0,DynamicRidge,195.70526123046875,76.70526123046875,76.70526123046875
development,direct,2023-11-24,holiday_event,1,2023-11-29,5,37.0,DynamicRidge,113.17864990234375,76.17864990234375,76.17864990234375
development,direct,2024-11-29,holiday_event,29,2024-12-01,2,143.0,DynamicRidge,67.8693618774414,75.1306381225586,-75.1306381225586
development,direct,2022-11-20,holiday_event,1,2022-11-27,7,466.0,DynamicRidge,391.0661926269531,74.93380737304688,-74.93380737304688
development,direct,2022-11-20,holiday_event,16,2022-11-25,5,158.0,DynamicRidge,83.1465072631836,74.8534927368164,-74.8534927368164
development,direct,2024-06-20,regular,25,2024-06-25,5,20.0,DynamicRidge,94.72279357910156,74.72279357910156,74.72279357910156
development,direct,2022-11-20,holiday_event,4,2022-11-21,1,244.0,DynamicRidge,317.7647399902344,73.76473999023438,73.76473999023438
development,direct,2023-11-24,holiday_event,12,2023-11-26,2,181.0,DynamicRidge,107.51255798339844,73.48744201660156,-73.48744201660156
development,direct,2023-11-24,holiday_event,11,2023-11-30,6,41.0,DynamicRidge,114.48177337646484,73.48177337646484,73.48177337646484
development,direct,2022-11-20,holiday_event,15,2022-11-27,7,148.0,DynamicRidge,74.83312225341797,73.16687774658203,-73.16687774658203
development,direct,2022-11-20,holiday_event,27,2022-11-23,3,75.0,DynamicRidge,1.951114296913147,73.04888570308685,-73.04888570308685
development,direct,2024-11-29,holiday_event,24,2024-12-01,2,186.0,DynamicRidge,113.12488555908203,72.87511444091797,-72.87511444091797
development,direct,2022-11-20,holiday_event,25,2022-11-23,3,99.0,DynamicRidge,26.514324188232422,72.48567581176758,-72.48567581176758
